journal	year	month	class	type	URL	subject	first_author	google_translate
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300341	Effects of acetic acid or sodium acetate infused into the rumen or abomasum on feeding behavior and metabolic response of cows in the postpartum period	LauraB.Gualdron-Duarte	¾Æ¼¼Æ®»ê ¶Ç´Â ¾Æ¼¼Æ®»ê ³ªÆ®·ı È¿°ú ±ŞÁö µ¿ÀÛ ¹× »êÈÄ ±â°£ ¼ÒÀÇ ´ë»ç ¹İÀÀ¿¡ ¹İÃßÀ§¿¡ ÁÖÀÔ ¶Ç´Â ÁÖ¸§À§
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217311451	Inclusion of calcium hydroxide-treated corn stover as a partial forage replacement in diets for lactating dairy cows	BrittanyA.Casperson	Á¥¼Ò ¿ë »ç·á¿¡ Á¥À» ºÎºĞ ¸ñÃÊ ´ëÃ¼ ¼ö»êÈ­Ä®½· Ã³¸® ¿Á¼ö¼ö ¿©¹°ÀÇ Æ÷ÇÔ
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217311712	Nutritional composition and in vitro digestibility of grass and legume winter (cover) crops	A.N.Brown	¿µ¾ç ¼ººĞ°ú ÀÜµğ¿Í Äá°ú ½Ä¹° °Ü¿ï ??(Ä¿¹ö) ÀÛ¹°ÀÇ Ã¼¿Ü ¼ÒÈ­¿¡
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217311669	Bacterial diversity and composition of alfalfa silage as analyzed by Illumina MiSeq sequencing: Effects of Escherichia coli O157:H7 and silage additives	I.M.Ogunade	ÀÏ·ç¹Ì³ª MiSeq ¼­¿­ ºĞ¼® ¹ÚÅ×¸®¾Æ ´Ù¾ç¼º ¾ËÆÈÆÄ »ç·áÀÇ Á¶¼º : ´ëÀå±Õ O157ÀÇ È¿°ú : H7 ¹× »ç·á Ã·°¡Á¦
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217311864	Relative bioavailability of carnitine delivered by ruminal or abomasal infusion or by encapsulation in dairy cattle	K.E.Olagaray	¹İÃßÀ§ ¶Ç´Â 4 À§ ÁÖÀÔ¿¡ ÀÇÇØ ¶Ç´Â Á¥¼ÒÀÇ Ä¸½¶È­¿¡ ÀÇÇØ Àü´Ş Ä«¸£´ÏÆ¾ÀÇ »ó´ë »ıÃ¼ ÀÌ¿ë·ü
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217312134	"Influence of feeding supplements of almond hulls and ensiled citrus pulp on the milk production, milk composition, and methane emissions of dairy cows"	S.R.O.Williams	"Á¥¼ÒÀÇ ¾Æ¸óµå ²®ÁúÀÇ ¸ÔÀÌ º¸ÃæÇÏ°í ¿ìÀ¯ »ı»ê¿¡ ensiled °¨±Ö·ù ÆŞÇÁ, ¿ìÀ¯ ¼ººĞÀÇ ¿µÇâ, ¸ŞÅº ¹èÃâ"
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217312067	Lactation response to soybean meal and rumen-protected methionine supplementation of corn silage-based diets	H.Nursoy	´ëµÎ¹Ú°ú ¿Á¼ö¼ö »çÀÏ¸®Áö ±â¹İ ´ÙÀÌ¾îÆ®ÀÇ ¹İÃßÀ§ º¸È£ ¸ŞÆ¼¿À´Ñ º¸Ãæ¿¡ ¼öÀ¯ ÀÀ´ä
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217311888	Replacing ground corn with incremental amounts of liquid molasses does not change milk enterolactone but decreases production in dairy cows fed flaxseed meal	C.P.Ghedini	¾×Ã¼ ´ç¹ĞÀÇ Áõ°¡ ¾çÀÇ Áö»ó ¿Á¼ö¼ö ±³Ã¼ ¿ìÀ¯ ¿£Å×·Î ¶ôÅæÀ» º¯°æÇÏÁö¸¸ Á¥¼Ò¿¡¼­ »ı»ê °ø±Ş ¾Æ¸¶¾¾ ½Ä»ç¸¦ °¨¼ÒÇÏÁö ¾Ê½À´Ï´Ù
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217312109	The relationship between milk metabolome and methane emission of Holstein Friesian dairy cows: Metabolic interpretation and prediction potential	S.vanGastelen	´ë»ç ÇØ¼®°ú ¿¹Ãø °¡´É¼º : ¿ìÀ¯ ´ë»ç Ã¼ ¹× È¦½ºÅ¸ÀÎ Á¥¼ÒÀÇ ¸ŞÅº ¹æÃâ °ü°è
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217311797	"Production, milk and plasma fatty acid profile, and nutrient utilization in Jersey cows fed flaxseed oil and corn grain with different particle size"	V.Brossillon	"ÀúÁö ¼Ò »ı»ê ¿ìÀ¯ ÇÃ¶óÁî¸¶ Áö¹æ»ê ÇÁ·ÎÇÊ°ú ¿µ¾çºĞ È°¿ëµµ°¡ ´Ù¸¥ ÀÔµµ ±â¸§, ¿Á¼ö¼ö °î¹° ¾Æ¸¶¾¾ ¸ÔÀÎ"
journal of dairy science	2018	3	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030217312225	"Short communication: Effects of dietary 5,6-dimethylbenzimidazole supplementation on vitamin B12 supply, lactation performance, and energy balance in dairy cows during the transition period and early lactation"	D.M.Wang	"ÂªÀº Åë½Å : °úµµ±â ¹× ÃÊ±â ¼öÀ¯ µ¿¾È Á¥¼Ò ºñÅ¸¹Î B12 °ø±Ş ¼öÀ¯ ¼º´É ¹× ¿¡³ÊÁö ±ÕÇü¿¡ 5,6-½ÄÀÌ º¸ÃæÁ¦ÀÇ È¿°ú dimethylbenzimidazole"
journal of dairy science	2018	4	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218300614	"Invited review: Mineral absorption mechanisms, mineral interactions that affect acid<U+2013>base and antioxidant status, and diet considerations to improve mineral status"	JesseP.Goff	"ÃÊÃ» °ËÅä : ¹Ì³×¶ö Èí¼ö ¸ŞÄ¿´ÏÁò, <U + 2013>º£ÀÌ½º¿Í Ç×»êÈ­ »óÅÂ, ´ÙÀÌ¾îÆ® °í·Á ¹Ì³×¶ö »óÅÂ¸¦ °³¼±ÇÏ±â À§ÇØ »ê¿¡ ¿µÇâÀ»ÁÖ´Â ¹Ì³×¶öÀÇ »óÈ£ ÀÛ¿ë"
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300961	Effect of adding clay with or without a Saccharomyces cerevisiae fermentation product on the health and performance of lactating dairy cows challenged with dietary aflatoxin B1	Y.Jiang	¶Ç´Â½ÄÀÌ ¾ÆÇÃ¶óÅå½Å B1°ú µµÀü °Ç°­°ú ¼öÀ¯ Á¥¼ÒÀÇ ¼º´É¿¡ »çÄ« cerevisiaeÀÇ ¹ßÈ¿ Á¦Ç° ¾Ê°í Á¡Åä¸¦ Ãß°¡ÇÏ´Â È¿°ú
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300936	Effect of dietary fish oil supplements alone or in combination with sunflower and linseed oil on ruminal lipid metabolism and bacterial populations in lactating cows	P.Kairenius	½ÄÀÌ »ı¼± ±â¸§ º¸ÃæÁ¦ ´Üµ¶ ¶Ç´Â ¼öÀ¯ Á¥¼ÒÀÇ ¹İÃßÀ§ ÁöÁú ´ë»ç ¹× ¼¼±Õ Áı´Ü¿¡ ÇØ¹Ù¶ó±â¿Í ¾Æ¸¶¾¾ ±â¸§°ú °áÇÕÀÇ È¿°ú
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300596	"Effects of feeding hulled and hull-less barley with low- and high-forage diets on lactation performance, nutrient digestibility, and milk fatty acid composition of lactating dairy cows"	Y.Yang	"°ø±Ş È¿°ú´Â »ı°­°ú Á¥¼ÒÀÇ Á¥À» ·Î¿ì ¹× ÇÏÀÌ Æ÷¸® ¼öÀ¯ ¼º´É »ç·á ¿µ¾ç¼Ò ¼ÒÈ­¼º, ¿ìÀ¯ Áö¹æ»ê Á¶¼º ¼±Ã¼¾ø´Â º¸¸®"
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300560	"Long-term palmitic acid supplementation interacts with parity in lactating dairy cows: Production responses, nutrient digestibility, and energy partitioning"	J.deSouza	"Á¦Á¶ ¹İÀÀ, ¿µ¾ç¼Ò ¼ÒÈ­¼º ¿¡³ÊÁö ºĞÇÒ : Àå±â ÆÈ¹ÌÆ¾»ê º¸Ãæ Á¥¼Ò Á¥ ÆĞ¸®Æ¼¿Í »óÈ£"
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300511	"Bacterial and fungal communities, fermentation, and aerobic stability of conventional hybrids and brown midrib hybrids ensiled at low moisture with or without a homo- and heterofermentative inoculant"	J.J.Romero	"¼¼±Õ°ú °õÆÎÀÌ »çÈ¸, ¹ßÈ¿ ¹× ¶Ç´Â È£¸ğ¿Í heterofermentative Á¢Á¾¾øÀÌ ³·Àº ¼öºĞ¿¡ ensiled ±âÁ¸ÀÇ ÇÏÀÌºê¸®µå¿Í °¥»ö ÁÖ¸Æ ÇÏÀÌºê¸®µåÀÇ È£±â¼º ¾ÈÁ¤¼º"
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301061	Temporal effects of ruminal propionic acid infusion on feeding behavior of Holstein cows in the postpartum period	GabrielaMaldini	»êÈÄ ±â°£ È¦½ºÅ¸ÀÎ Á¥¼ÒÀÇ µ¿ÀÛ¿¡ °ø±Ş ¹İÃßÀ§ ÇÁ·ÎÇÇ¿Â»ê ÁÖÀÔ ½Ã°£Àû È¿°ú
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300845	"Graded substitution of grains with bakery by-products modulates ruminal fermentation, nutrient degradation, and microbial community composition in vitro"	E.Humer	"ºÎ»ê¹° »§Áı°ú °î¹°ÀÇ µî±Ş ´ëÃ¼ ¹İÃßÀ§ ¹ßÈ¿, ¿µ¾ç ÀúÇÏ, Ã¼¿Ü¿¡¼­ ¹Ì»ı¹° ±ºÁı ±¸¼ºÀ» º¯Á¶"
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300651	Effect of delaying colostrum feeding on passive transfer and intestinal bacterial colonization in neonatal male Holstein calves	A.J.Fischer	½Å»ı¾Æ ³²¼º È¦½ºÅ¸ÀÎ ¼Û¾ÆÁö ¼öµ¿ ÀÌ¼Û Àå³» ¹ÚÅ×¸®¾Æ ±ºÃ¼ÀÇ Áö¿¬ ÃÊÀ¯ °ø±ŞÀÇ È¿°ú
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300687	Short communication: Comparison of a palmitic acid-enriched triglyceride supplement and calcium salts of palm fatty acids supplement on production responses of dairy cows	J.deSouza	ÂªÀº Åë½Å : Á¥¼ÒÀÇ »ı»ê ÀÀ´ä ÆÊ Áö¹æ»ê º¸ÃæÁ¦ÀÇ ÆÈ ¹ÌÆ® »ê (palmitic acid)ÀÌ Ç³ºÎÇÑ Áß¼º Áö¹æ º¸ÃæÁ¦¿Í Ä®½· ¿°ÀÇ ºñ±³
journal of dairy science	2018	4	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301024	Short communication: Field study to investigate the associations between herd-level risk factors for milk fat depression and bulk tank milk fat percent in dairy herds feeding monensin	M.M.McCarthy	ÂªÀº Åë½Å : ÇöÀå ¿¬±¸´Â ¸ğ ³Ù½Å¸¦ °ø±Ş ³«³ó°¡¿¡¼­ ¿ìÀ¯ Áö¹æ ¿ì¿ïÁõ°ú ¹úÅ© ÅÊÅ© À¯Áö¹æ %¸¦ ¹«¸® ¼öÁØÀÇ À§Çè ÀÎÀÚ »çÀÌÀÇ ¿¬°ü¼ºÀ» Á¶»çÇÏ±â
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303187	Journal of Dairy Science Silage Special Issue: Introduction	RichardJ.Grant	³«³ó °úÇĞ ¸ñÃÊ Æ¯ÁıÀÇ Àú³Î : ¼Ò°³
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303199	Silage review: Recent advances and future technologies for whole-plant and fractionated corn silage harvesting	L.F.Ferraretto	¸ñÃÊ °ËÅä : ÀüÃ¼ ½Ä¹°°ú ºĞº° ¿Á¼ö¼ö »çÀÏ¸®Áö ¼öÈ®¿¡ ´ëÇÑ ÃÖ±ÙÀÇ ¹ßÀü°ú ¹Ì·¡ ±â¼ú
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303205	Silage review: Factors affecting dry matter and quality losses in silages	G.Borreani	¸ñÃÊ °ËÅä : »çÀÏ¸®ÁöÀÇ °ÇÁ¶ ¹°Áú°ú Ç°Áú ¼Õ½Ç¿¡ ¿µÇâÀ» ¹ÌÄ¡´Â ¿äÀÎ
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303229	Silage review: Recent advances and future uses of silage additives	R.E.Muck	¸ñÃÊ °ËÅä : ÃÖ±Ù ¹ßÀü°ú ¹Ì·¡´Â »çÀÏ¸®Áö Ã·°¡Á¦ÀÇ »ç¿ë
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303230	Silage review: Unique challenges of silages made in hot and cold regions	T.F.Bernardes	¸ñÃÊ °ËÅä : ´õÀ§¿Í ÃßÀ§ Áö¿ª¿¡¼­ ¸¸µç »çÀÏ¸®ÁöÀÇ °íÀ¯ °úÁ¦
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303242	"Silage review: Interpretation of chemical, microbial, and organoleptic components of silages"	LiminKungJr.	"¸ñÃÊ °ËÅä : È­ÇĞ, ¹Ì»ı¹°ÀÇ ÇØ¼® ¹× »çÀÏ¸®ÁöÀÇ °ü´É ±¸¼º ¿ä¼Ò"
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303254	"Silage review: Mycotoxins in silage: Occurrence, effects, prevention, and mitigation"	I.M.Ogunade	"¸ñÃÊ °ËÅä : »çÀÏ¸®ÁöÀÇ ¸¶ÀÌÄÚ Åå½Å : ¹ß»ı, È¿°ú, ¿¹¹æ ¹× ¿ÏÈ­"
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303266	Silage review: Using molecular approaches to define the microbial ecology of silage	T.A.McAllister	¸ñÃÊ °ËÅä : ºĞÀÚ ¹æ¹ıÀ» »ç¿ëÇÏ¿© »çÀÏ¸®ÁöÀÇ ¹Ì»ı¹° »ıÅÂ¸¦ Á¤ÀÇÇÏ´Â
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303278	Silage review: Recent advances and future technologies for baled silages	W.K.Coblentz	¸ñÃÊ °ËÅä : ÃÖ±Ù ¹ßÀü°ú ÁüÂ¦ »çÀÏ¸®Áö¸¦À§ÇÑ ¹Ì·¡ ±â¼ú
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S002203021830328X	Silage review: Animal and human health risks from silage	F.Driehuis	¸ñÃÊ °ËÅä : »çÀÏ¸®Áö¿¡¼­ µ¿¹°°ú ÀÎ°£ÀÇ °Ç°­ À§Çè
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303291	Silage review: Silage feeding management: Silage characteristics and dairy cow feeding behavior	R.J.Grant	¸ñÃÊ °ËÅä : ¸ñÃÊ °ø±Ş °ü¸® : ¸ñÃÊ Æ¯¼º°ú Á¥¼Ò ¸ÔÀÌ Çàµ¿
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303308	Silage review: Safety considerations during silage making and feeding	KeithK.Bolsen	¸ñÃÊ °ËÅä : »çÀÏ¸®Áö Á¦ÀÛ ¹× °ø±Ş½Ã ¾ÈÀü °í·Á »çÇ×
journal of dairy science	2018	5	ruminant	review	https://www.sciencedirect.com/science/article/pii/S002203021830331X	Silage review: Foodborne pathogens in silage and their mitigation by silage additives	O.C.M.Queiroz	¸ñÃÊ °ËÅä : »çÀÏ¸®ÁöÀÇ ½ÄÇ° ¸Å°³ º´¿øÃ¼ ¹× »ç·á Ã·°¡Á¦¿¡ ÀÇÇØ ÀÚ½ÅÀÇ ¿ÏÈ­
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301620	"Effects of forage source and forage particle size as a free-choice provision on growth performance, rumen fermentation, and behavior of dairy calves fed texturized starters"	H.Omidi-Mirzaei	"¼ºÀå ¼º´É, ¹İÃßÀ§ ¹ßÈ¿, À¯Á¦Ç° ¼Û¾ÆÁöÀÇ Çàµ¿¿¡ ÀÚÀ¯ ¼±ÅÃ Á¶Ç×À¸·Î »ç·á ¼Ò½º ¹× Æ÷¸® ÀÔÀÚ Å©±âÀÇ È¿°ú´Â ÃË°¨ÀÌ ½ºÅ¸ÅÍ °ø±Ş"
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301334	Fermentation and aerobic stability of rehydrated corn grain silage treated with different doses of Lactobacillus buchneri or a combination of Lactobacillus plantarum and Pediococcus acidilactici	N.C.daSilva	´Ù¸¥ ¹ßÈ¿ À¯»ê±Õ buchneri Åõ¿© ¶Ç´Â ¶õÅ¸ ·ë (Lactobacillus plantarum) ¹× Æäµğ acidilacticiÀÇ Á¶ÇÕÀ¸·Î Ã³¸® Àç¼ö ¿Á¼ö¼ö °î¹° »ç·áÀÇ È£±â¼º ¾ÈÁ¤¼º
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301346	"The effect of tube versus bottle feeding colostrum on immunoglobulin G absorption, abomasal emptying, and plasma hormone concentrations in newborn calves"	M.Desjardins-Morrissette	"°« ÅÂ¾î³­ ¼Û¾ÆÁö¿¡ ¼öÀ¯ ±Û·ÎºÒ¸° G Èí¼ö¿¡ ÃÊÀ¯ ºñ¿ì°í 4 À§, ÇÃ¶óÁî¸¶ È£¸£¸ó ³óµµ ´ë °üÀÇ È¿°ú"
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301358	The effect of alfalfa (Medicago sativa) silage chop length and inclusion rate within a total mixed ration on the ability of lactating dairy cows to cope with a short-term feed withholding and refeeding challenge	A.L.Thomson	ÆÄÀÇ ¿µÇâÀº (´Â Medicago sativa¿¡¼­) ¼öÀ¯ Á¥¼ÒÀÇ ´É·Â¿¡ ¿ÏÀü ¹èÇÕ »ç·á ³»¿¡ µé¾î¿Â´Ù ¿Á¼ö ±æÀÌ ¹× Æ÷Á¢ ºñÀ²Àº ´Ü±â °ø±Ş ¿øÃµ ¹× Àç ÀÌ¼Û °úÁ¦¿¡ ´ëÃ³
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218300274	Identification of biological traits associated with differences in residual energy intake among lactating Holstein cows	A.Fischer	È¦½ºÅ¸ÀÎ Á¥¼Ò ¼öÀ¯ Áß ÀÜ·ù ¿¡³ÊÁö ¼·Ãë·®ÀÇ Â÷ÀÌ¿Í °ü·ÃµÈ »ı¹°ÇĞÀû Æ¯¼ºÀÇ ½Äº°
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301504	"Effects of preweaning total plane of milk intake and weaning age on intake, growth performance, and blood metabolites of dairy calves"	M.Mirzaei	"À¯Á¦Ç° ¼Û¾ÆÁöÀÇ ´ë»ç ¹°ÁúÀ» ¿ìÀ¯ ¼·ÃëÀÇ ÀüÃ¼¸éÀ» preweaning ¹× ¼·Ãë, ¼ºÀå ¼º´É¿¡ ³ªÀÌ¸¦ ÀÌÀ¯, Ç÷¾×ÀÇ È¿°ú"
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S002203021830153X	Performance and methane emissions in dairy cows fed oregano and green tea extracts as feed additives	G.J.Kolling	"Á¥¼ÒÀÇ ¼º´É ¹× ¸ŞÅº ¹èÃâ·®Àº »ç·á Ã·°¡Á¦·Î ¿À ·¹°¡ ³ë, ³ìÂ÷ ÃßÃâ¹° °ø±Ş"
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301619	"Effects of dietary leucine and phenylalanine on pancreas development, enzyme activity, and relative gene expression in milk-fed Holstein dairy calves"	Y.C.Cao	"¿ìÀ¯ °ø±Ş È¦½ºÅ¸ÀÎ Á¥¼Ò ¼Û¾ÆÁö½ÄÀÌ ·ù½Å ¹× ÃéÀå °³¹ß Æä´Ò¾Ë¶ó´Ñ, È¿¼Ò È°¼º ¹× »ó´ëÀû À¯ÀüÀÚ ¹ßÇöÀÇ È¿°ú"
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301735	Polyethylene glycol as an indigestible marker to estimate fecal output in dairy cows	S.Ahvenjarvi	³­¼Ò È­¼º Ç¥½ÄÀ¸·Î Æú¸®¿¡Æ¿·» ±Û¸®ÄİÀÌ Á¥¼Ò ºĞº¯ Ãâ·ÂÀ» ÃßÁ¤
journal of dairy science	2018	5	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218301279	Technical note: An in vivo method to determine kinetics of unsaturated fatty acid biohydrogenation in the rumen	M.Baldin	±â¼ú Á¤º¸ : ¹İÃßÀ§ ºÒÆ÷È­ Áö¹æ»ê biohydrogenationÀÇ µ¿·ÂÇĞÀ» °áÁ¤ÇÏ´Â ¹æ¹ıÀº »ıÃ¼
journal of dairy science	2018	6	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218303023	Invited review: Current perspectives on eating and rumination activity in dairy cows	K.A.Beauchemin	ÃÊÃ» °ËÅä : Á¥¼Ò¿¡¼­ ¸Ô°í ¹İÃß È°µ¿¿¡ ÇöÀç ½Ã°¢
journal of dairy science	2018	6	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0022030218302212	Invited review: Use of butyrate to promote gastrointestinal tract development in calves	P.Gorka	ÃÊÃ» °ËÅä : ºÎÆ¼·¹ÀÌÆ®ÀÇ »ç¿ëÀº ¼Û¾ÆÁöÀÇ ¼ÒÈ­ ±â°üÀÇ ¹ßÀüÀ» ÃËÁø
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218302121	Effect of increasing amounts of olive crude phenolic concentrate in the diet of dairy ewes on rumen liquor and milk fatty acid composition	AliceCappucci	¹İÃßÀ§ ¾× ¿ìÀ¯ Áö¹æ»ê Á¶¼º ³«³ó ¾Ï¾çÀÇ ´ÙÀÌ¾îÆ® ¿Ã¸®ºê Á¶Áú Æä³î ³óÃà¾×ÀÇ ¾çÀ» Áõ°¡½ÃÅ°´Â È¿°ú
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218302200	Inclusion of brown midrib dwarf pearl millet silage in the diet of lactating dairy cows	M.T.Harper	¼öÀ¯ Á¥¼ÒÀÇ ½Ä´Ü¿¡ °¥»ö ÁÖ¸Æ ³­ÀïÀÌ ÁøÁÖ ±âÀå »çÀÏ¸®ÁöÀÇ Æ÷ÇÔ
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218302224	Evaluation of creatinine as a urine marker and factors affecting urinary excretion of magnesium by dairy cows	A.W.Tebbe	¼Òº¯ Å©·¹¾ÆÆ¼´Ñ ¸¶Ä¿ÀÇ Æò°¡¿Í Á¥¼Ò¿¡ ÀÇÇØ ¸¶±×³×½·ÀÇ ¼Òº¯ ¹èÃâ¿¡ ¿µÇâÀ» ¹ÌÄ¡´Â ¿äÀÎ
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S002203021830256X	Comparison of 0.46% calcium diets with and without added anions with a 0.7% calcium anionic diet as a means to reduce periparturient hypocalcemia	JesseP.Goff	¿Í periparturient Àú Ä®½· Ç÷ÁõÀ» °¨¼Ò½ÃÅ°±âÀ§ÇÑ ¼ö´ÜÀ¸·Î 0.7 % Ä®½· À½ÀÌ¿Â ´ÙÀÌ¾îÆ®¿¡ Ãß°¡ À½ÀÌ¿Â¾øÀÌ 0.46 %ÀÇ Ä®½· ´ÙÀÌ¾îÆ®ÀÇ ºñ±³
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S002203021830208X	"Effect of replacing calcium salts of palm oil with camelina seed at 2 dietary ether extract levels on digestion, ruminal fermentation, and nutrient flow in a dual-flow continuous culture system"	V.L.N.Brandao	"ÀÌÁß À¯µ¿ ¿¬¼Ó ¹è¾ç ½Ã½ºÅÛ¿¡¼­ ¼ÒÈ­, ¹İÃßÀ§ ¹ßÈ¿ ¹× ¿µ¾ç¼Ò Èå¸§ 2 °³½ÄÀÌ ¿¡Å×¸£ ÃßÃâ¹° ¼öÁØ ±¸½½ ³ÃÀÌ ½Ãµå ÆÊÀ¯ÀÇ Ä®½· ¿°À» ´ëÃ¼ È¿°ú"
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218302236	Phenotypically divergent classification of preweaned heifer calves for feed efficiency indexes and their correlations with heat production and thermography	J.M.Leao	»ç·á È¿À² ÀÎµ¦½º ¹× ¿­ »ı»ê°ú ¿­ È­»ó°úÀÇ »ó°ü °ü°è¿¡ ´ëÇÑ preweaned ¾Ï¼Ò ¼Û¾ÆÁöÀÇ Ç¥ÇöÇü ºĞ±â ºĞ·ù
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218302807	Essential oil and monensin affect ruminal fermentation and the protozoal population in continuous culture	D.Ye	¿¡¼¾¼È ¿ÀÀÏ°ú ¸ğ ³Ù½ÅÀº ¹İÃßÀ§ ¹ßÈ¿ ¿¬¼Ó ¹®È­ÀÇ Ãæ¼º ÀÎ±¸¿¡ ¿µÇâÀ» ¹ÌÄ¡´Â
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218302091	Fuels derived from starch digestion have different effects on energy intake and metabolic responses of cows in the postpartum period	LauraB.Gualdron-Duarte	ÀüºĞÀÇ ¼ÒÈ­¿¡¼­ ÆÄ»ı µÈ ¿¬·á´Â »êÈÄ ±â°£¿¡ ¿¡³ÊÁö ¼·Ãë¿¡ ´Ù¸¥ È¿°ú¿Í Á¥¼ÒÀÇ ´ë»ç ¹İÀÀÀÌ
journal of dairy science	2018	6	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0022030218302133	Effects of altering total mixed ration conservation method when feeding dry-rolled versus steam-flaked hulled rice on lactation and digestion in dairy cows	M.Miyaji	°Ç½Ä ¾Ğ¿¬ Á¥¼Ò ¼öÀ¯ ¼ÒÈ­¿¡ Áõ±â ¹ÚÆí »ı°­ ½Ò ´ë ¸ÔÀÌ ¶§ ÃÑ ¹èÇÕ »ç·áÀÇ º¸Á¸ ¹æ¹ıÀ» º¯°æÇÏ´Â È¿°ú
